#separator:semicolon
#html:true
#tags column:3
<b>Physiologie respiratoire</b> — Quelle est la structure principale responsable des échanges gazeux ?;Les <b>alvéoles pulmonaires</b>.<br><br>❌ Pas la trachée, ni les bronches segmentaires, ni les bronchioles terminales, ni la plèvre.<br>→ C'est au niveau de la <b>membrane alvéolo-capillaire</b> que se font les échanges O₂/CO₂.;physio-2026 EXAM-2026
<b>Physiologie respiratoire</b> — Le diaphragme est-il un muscle inspiratoire ou expiratoire ? Quel type de muscle ?;C'est le <b>principal muscle INSPIRATOIRE</b>.<br><br>⚠️ C'est un muscle <b>SQUELETTIQUE (strié)</b>, pas un muscle lisse → il est <b>volontaire</b> (mais le plus souvent automatique).<br>Sa contraction → s'abaisse → ↑ volume thoracique → inspiration.;physio-2026 EXAM-2026
<b>Physiologie respiratoire</b> — Les muscles intercostaux externes : type ? rôle ?;<b>Muscles squelettiques</b> (striés, volontaires).<br>Rôle : <b>inspiration</b> (ils élèvent les côtes).<br><br>⚠️ Piège : ce sont les intercostaux <b>INTERNES</b> qui participent à l'expiration <b>forcée</b>.<br>L'expiration normale est <b>PASSIVE</b> (élasticité pulmonaire).;physio-2026 EXAM-2026
<b>Physiologie respiratoire</b> — De quoi est constituée la paroi des alvéoles ?;<b>Pneumocyte 1 + pneumocyte 2 + macrophage</b>.<br><br>• <b>Pneumocyte I</b> : cellule pavimenteuse, <b>échanges gazeux</b> (95 % de la surface)<br>• <b>Pneumocyte II</b> : sécrète le <b>surfactant</b><br>• <b>Macrophage alvéolaire</b> (cellule à poussière) : défense<br><br>❌ Pas un épithélium pseudostratifié cilié (ça c'est la trachée/bronches).;physio-2026 EXAM-2026
<b>Physiologie respiratoire</b> — La ventilation pulmonaire : inspiration et expiration sont-elles actives ou passives ?;<b>Inspiration = ACTIVE</b> (contraction du diaphragme + intercostaux externes)<br><b>Expiration normale = PASSIVE</b> (relâchement + élasticité pulmonaire)<br><br>⚠️ L'expiration <b>forcée</b> devient active (intercostaux internes + abdominaux).;physio-2026 EXAM-2026
<b>Physiologie respiratoire</b> — Le surfactant pulmonaire : qui le sécrète ? quel est son rôle ?;Sécrété par les <b>PNEUMOCYTES II</b>.<br><br>C'est une substance <b>tensioactive</b> (dipalmitoyl-phosphatidylcholine + protéines SP-A/B/C/D).<br>Rôle : <b>abaisse la tension superficielle</b> alvéolaire →<br>• empêche le <b>collapsus alvéolaire</b> (atélectasie)<br>• ↑ la <b>compliance</b> pulmonaire<br>• ↓ le travail respiratoire<br><br>⚠️ Chez le <b>prématuré</b>, le surfactant est absent → <b>maladie des membranes hyalines</b>.;physio-2026 EXAM-2026
<b>Physiologie cardiovasculaire</b> — Quel est le pacemaker physiologique du cœur ?;"Le <b>NŒUD SINUSAL</b> (nœud sino-auriculaire, Keith &amp; Flack).<br><br>Situé dans la paroi de l'<b>oreillette droite</b>, près de l'abouchement de la veine cave supérieure.<br>Fréquence propre : <b>70–80/min</b>.<br><br>Ordre de conduction : <b>nœud sinusal → oreillettes → nœud AV (Aschoff-Tawara) → faisceau de His → fibres de Purkinje → ventricules</b>.";physio-2026 EXAM-2026
<b>Physiologie cardiovasculaire</b> — À quoi est due la phase de dépolarisation rapide du potentiel d'action ventriculaire ?;À une <b>entrée massive de Na⁺</b> (courant sodique entrant rapide, via les canaux Na⁺ voltage-dépendants).<br><br>⚠️ Ne pas confondre :<br>• <b>Phase 0</b> (dépolarisation rapide) = entrée <b>Na⁺</b><br>• <b>Phase 2</b> (plateau) = entrée <b>Ca²⁺</b><br>• <b>Phase 3</b> (repolarisation) = sortie <b>K⁺</b>;physio-2026 EXAM-2026
<b>Physiologie cardiovasculaire</b> — La phase plateau du potentiel d'action de la fibre contractile est due à… ?;Une <b>entrée de CALCIUM (Ca²⁺)</b> via les canaux calciques de type L.<br><br>C'est ce qui <b>prolonge</b> le PA cardiaque (~300 ms) et empêche la <b>tétanisation</b> du muscle cardiaque (période réfractaire longue).;physio-2026 EXAM-2026
<b>Physiologie cardiovasculaire</b> — Quel facteur augmente la fréquence cardiaque ?;L'<b>ADRÉNALINE</b> (et la noradrénaline) — stimulation <b>sympathique</b>, via les récepteurs <b>β1</b>.<br><br>❌ L'<b>acétylcholine</b> (parasympathique, nerf vague X) <b>diminue</b> la fréquence cardiaque via les récepteurs <b>M2</b>.;physio-2026 EXAM-2026
<b>Physiologie cardiovasculaire</b> — Quelle valve se trouve entre l'oreillette gauche et le ventricule gauche ?;La valve <b>MITRALE</b> (bicuspide).<br><br>Rappel des 4 valves :<br>• <b>Tricuspide</b> : oreillette D ↔ ventricule D<br>• <b>Mitrale</b> (bicuspide) : oreillette G ↔ ventricule G<br>• <b>Pulmonaire</b> : ventricule D → artère pulmonaire<br>• <b>Aortique</b> : ventricule G → aorte<br><br>Moyen mnémotechnique : les valves <b>droites</b> ont <b>3</b> lettres (Tricuspide, Pulmonaire) sauf Aortique… → retenir surtout <b>Mitrale à gauche</b>.;physio-2026 EXAM-2026
<b>Physiologie cardiovasculaire</b> — La relaxation du ventricule correspond à quelle phase ?;La <b>DIASTOLE VENTRICULAIRE</b>.<br><br>• <b>Systole</b> = contraction (éjection)<br>• <b>Diastole</b> = relaxation (remplissage)<br><br>Cycle cardiaque (~0,8 s à 75/min) : systole auriculaire (0,1 s) → systole ventriculaire (0,3 s) → diastole générale (0,4 s).;physio-2026 EXAM-2026
<b>Physiologie cardiovasculaire</b> — Décris la petite circulation (pulmonaire) et la grande circulation (systémique).;<b>Petite circulation</b> : <b>ventricule D → artère pulmonaire → poumons → 4 veines pulmonaires → oreillette G</b>.<br>⚠️ L'artère pulmonaire transporte du sang <b>DÉSOXYGÉNÉ</b>, les veines pulmonaires du sang <b>OXYGÉNÉ</b>.<br><br><b>Grande circulation</b> : <b>ventricule G → aorte → corps → veines caves → oreillette D</b>.<br>Transporte du sang <b>oxygéné</b> vers les tissus.;physio-2026 EXAM-2026
<b>Physiologie cardiovasculaire</b> — Quel est le potentiel de repos d'une fibre musculaire cardiaque CONTRACTILE ?;<b>−90 mV</b>.<br><br>⚠️ Ne pas confondre :<br>• Fibre <b>contractile</b> ventriculaire : <b>−90 mV</b><br>• Fibre <b>nerveuse</b> / neurone : <b>−70 mV</b><br>• Cellule <b>autorythmique</b> (nœud sinusal) : pas de potentiel de repos stable → <b>dépolarisation diastolique spontanée</b>;physio-2026 EXAM-2026
<b>Physiologie cardiovasculaire</b> — La cellule cardiaque contractile est-elle excitable ? mitotique ? autorythmique ?;<b>EXCITABLE</b> ✅ (elle répond à un stimulus par un PA)<br><b>MITOTIQUE</b> ❌ (les cardiomyocytes sont en <b>phase G0</b> définitive → ne se divisent plus → pas de régénération après infarctus)<br><b>AUTORYTHMIQUE</b> ❌ (seules les cellules <b>nodales</b> — nœud sinusal, nœud AV — sont autorythmiques)<br>A UN SEUL NOYAU CENTRAL ❌ (pas plusieurs noyaux périphériques — ça c'est la fibre musculaire squelettique);physio-2026 EXAM-2026
<b>Physiologie digestive</b> — Où commence la digestion des glucides ?;Dans la <b>BOUCHE</b>.<br><br>Par l'<b>amylase salivaire</b> (ptyaline), sécrétée principalement par la <b>glande parotide</b>.<br>⚠️ Elle est <b>inactivée par le pH acide de l'estomac</b> → la digestion des glucides reprend dans le <b>duodénum</b> par l'<b>amylase pancréatique</b>.;physio-2026 EXAM-2026
