#separator:semicolon
#html:true
#tags column:3
Définis la <b>carie dentaire</b>.;Maladie <b>infectieuse</b>, <b>transmissible</b>, <b>multifactorielle</b> et <b>chronique</b> des tissus durs de la dent.<br>Elle provoque une <b>déminéralisation</b> des tissus (émail, dentine, cément) par les <b>acides</b> produits par les bactéries de la plaque à partir des <b>glucides fermentescibles</b>.<br>→ Destruction progressive, <b>irréversible</b>, qui ne guérit pas spontanément (sauf au stade de lésion initiale).;carie
Pourquoi la carie est-elle dite <b>maladie biofilm-dépendante</b> ?;Parce que la bactérie doit être <b>organisée en biofilm adhérent</b> (plaque dentaire) pour produire un acide <b>concentré et maintenu au contact de l'émail</b>.<br>Des bactéries libres dans la salive ne causent pas de carie.<br>→ Conséquence : le traitement de base est <b>mécanique</b> (brossage), pas antibiotique.;carie
Quelles sont les <b>4 facteurs</b> du schéma de <b>Keyes</b> (1960) ? Le <b>5ᵉ</b> ajouté par Newbrun ?;<b>Keyes (4 facteurs, tous nécessaires)</b> :<br>1. <b>Hôte / terrain</b> (dent, salive)<br>2. <b>Flore bactérienne</b> (biofilm)<br>3. <b>Substrat</b> (glucides fermentescibles)<br>4. <b>Temps</b><br><b>Newbrun ajoute un 5ᵉ</b> : <b>la salive</b> (facteur protecteur majeur).<br>→ Enlever UN seul facteur = <b>pas de carie</b>. C'est la base de la prévention.;carie
Quelles sont les <b>2 bactéries</b> principales de la carie et leurs rôles respectifs ?;"<b>1. <i>Streptococcus mutans</i></b> — <b>initiateur</b><br>&nbsp;&nbsp;• Adhère à la pellicule (glucanes via <b>glucosyltransférases</b>)<br>&nbsp;&nbsp;• Produit de l'<b>acide lactique</b> (acidogène)<br>&nbsp;&nbsp;• Survit en milieu acide (acidurique)<br><b>2. <i>Lactobacillus</i></b> — <b>propagateur</b><br>&nbsp;&nbsp;• Intervient <b>tardivement</b>, dans la dentine<br>&nbsp;&nbsp;• Très acidurique, marqueur de <b>risque carieux élevé</b><br>+ <i>Actinomyces</i> → carie <b>radiculaire</b> et lésions initiales";carie
Quels sont les <b>3 sucres</b> les plus cariogènes ? Par ordre décroissant.;<b>1. Saccharose</b> (sucre de table) — <b>le plus cariogène</b>, car sert aussi à fabriquer les <b>glucanes</b> (adhésion de la plaque)<br><b>2. Glucose / fructose</b> (sucres libres, sirops, miel)<br><b>3. Maltose</b><br>⚠️ Moins cariogènes : <b>lactose</b> (lait), <b>xylitol</b> et <b>sorbitol</b> (non cariogènes, voire <b>cariostatiques</b>).;carie
Quel est le <b>pH critique</b> de l'émail ? De la dentine ? Pourquoi ?;<b>Émail : pH 5,5</b><br><b>Dentine / cément : pH 6,0 – 6,2</b> (plus soluble car moins minéralisés)<br>En dessous de ce pH → <b>déminéralisation</b> (dissolution des cristaux d'hydroxyapatite).<br>⚠️ La <b>racine exposée</b> se carie donc <b>plus vite</b> que la couronne.;carie
Qu'est-ce que la <b>courbe de Stephan</b> ?;<b>Chute du pH</b> de la plaque après un apport de sucre :<br>• pH chute en <b>2–5 min</b> jusqu'à <b>4,5</b> (sous le pH critique)<br>• Remonte en <b>20–60 min</b> grâce aux <b>tampons salivaires</b><br>→ Chaque prise alimentaire = un <b>pic acide</b>.<br>⚠️ Ce qui compte, ce n'est pas la <b>quantité</b> de sucre, mais la <b>FRÉQUENCE</b> des prises.;carie
Explique la balance <b>déminéralisation / reminéralisation</b>.;"<b>Déminéralisation</b> : pH &lt; 5,5 → sortie de <b>Ca²⁺</b> et <b>PO₄³⁻</b> de l'émail<br><b>Reminéralisation</b> : pH remonte → la salive (saturée en Ca²⁺, PO₄³⁻, <b>F⁻</b>) <b>redépose</b> les minéraux<br>→ La carie apparaît quand les <b>épisodes de déminéralisation</b> l'emportent en <b>fréquence</b> et en <b>durée</b>.<br>→ C'est pourquoi la carie est <b>réversible au stade de lésion initiale</b>.";carie
Qu'est-ce qu'une <b>tache blanche</b> (white spot lesion / lésion carieuse initiale) ?;<b>Premier signe clinique visible</b> de la carie : perte de translucidité de l'émail, aspect <b>blanc crayeux, mat</b>, après séchage à l'air.<br>• Surface <b>intacte</b> (pas de cavitation)<br>• <b>RÉVERSIBLE</b> par reminéralisation (fluor + hygiène + contrôle du sucre)<br>⚠️ Ne <b>pas</b> obturer. Traiter par fluor topique / vernis.;carie
Quels sont les <b>5 stades</b> de progression de la carie (classification anatomique) ?;1. <b>C0 — Lésion initiale</b> : tache blanche, émail seulement, surface intacte → <b>réversible</b><br>2. <b>C1 — Carie de l'émail</b> : cavitation dans l'émail<br>3. <b>C2 — Carie de la dentine</b> : atteint la JED → progression rapide (dentine moins minéralisée)<br>4. <b>C3 — Carie pénétrante</b> : atteint la <b>pulpe</b> → pulpite<br>5. <b>C4 — Carie compliquée</b> : nécrose pulpaire, atteinte <b>péri-apicale</b> (abcès, kyste);carie
